id,texto,costo
q_559,¿Pregunta relacionada a Variable 559?,3
q_560,¿Pregunta relacionada a Variable 560?,2
q_561,¿Pregunta relacionada a Variable 561?,3
q_562,¿Pregunta relacionada a Variable 562?,2
q_563,¿Pregunta relacionada a Variable 563?,1
q_564,¿Pregunta relacionada a Variable 564?,1
q_565,¿Pregunta relacionada a Variable 565?,3
q_566,¿Pregunta relacionada a Variable 566?,2
q_567,¿Pregunta relacionada a Variable 567?,3
q_568,¿Pregunta relacionada a Variable 568?,1
q_569,¿Pregunta relacionada a Variable 569?,2
q_570,¿Pregunta relacionada a Variable 570?,1
q_571,¿Pregunta relacionada a Variable 571?,1
q_572,¿Pregunta relacionada a Variable 572?,2
q_573,¿Pregunta relacionada a Variable 573?,2
q_574,¿Pregunta relacionada a Variable 574?,2
q_575,¿Pregunta relacionada a Variable 575?,3
q_576,¿Pregunta relacionada a Variable 576?,3
q_577,¿Pregunta relacionada a Variable 577?,2
q_578,¿Pregunta relacionada a Variable 578?,2
q_579,¿Pregunta relacionada a Variable 579?,3
q_580,¿Pregunta relacionada a Variable 580?,2
q_581,¿Pregunta relacionada a Variable 581?,1
q_582,¿Pregunta relacionada a Variable 582?,2
q_583,¿Pregunta relacionada a Variable 583?,3
q_584,¿Pregunta relacionada a Variable 584?,2
q_585,¿Pregunta relacionada a Variable 585?,2
q_586,¿Pregunta relacionada a Variable 586?,1
q_587,¿Pregunta relacionada a Variable 587?,2
q_588,¿Pregunta relacionada a Variable 588?,3
q_589,¿Pregunta relacionada a Variable 589?,3
q_590,¿Pregunta relacionada a Variable 590?,1
q_591,¿Pregunta relacionada a Variable 591?,1
q_592,¿Pregunta relacionada a Variable 592?,3
q_593,¿Pregunta relacionada a Variable 593?,2
q_594,¿Pregunta relacionada a Variable 594?,3
q_595,¿Pregunta relacionada a Variable 595?,1
q_596,¿Pregunta relacionada a Variable 596?,3
q_597,¿Pregunta relacionada a Variable 597?,1
q_598,¿Pregunta relacionada a Variable 598?,3
q_599,¿Pregunta relacionada a Variable 599?,2
q_600,¿Pregunta relacionada a Variable 600?,2
q_601,¿Pregunta relacionada a Variable 601?,1
q_602,¿Pregunta relacionada a Variable 602?,2
q_603,¿Pregunta relacionada a Variable 603?,1
q_604,¿Pregunta relacionada a Variable 604?,2
q_605,¿Pregunta relacionada a Variable 605?,3
q_606,¿Pregunta relacionada a Variable 606?,2
q_607,¿Pregunta relacionada a Variable 607?,3
q_608,¿Pregunta relacionada a Variable 608?,1
q_609,¿Pregunta relacionada a Variable 609?,2
q_610,¿Pregunta relacionada a Variable 610?,2
q_611,¿Pregunta relacionada a Variable 611?,3
q_612,¿Pregunta relacionada a Variable 612?,1
q_613,¿Pregunta relacionada a Variable 613?,2
q_614,¿Pregunta relacionada a Variable 614?,1
q_615,¿Pregunta relacionada a Variable 615?,1
q_616,¿Pregunta relacionada a Variable 616?,2
q_617,¿Pregunta relacionada a Variable 617?,3
q_618,¿Pregunta relacionada a Variable 618?,1
q_619,¿Pregunta relacionada a Variable 619?,1
q_620,¿Pregunta relacionada a Variable 620?,2
q_621,¿Pregunta relacionada a Variable 621?,1
q_622,¿Pregunta relacionada a Variable 622?,2
q_623,¿Pregunta relacionada a Variable 623?,1
q_624,¿Pregunta relacionada a Variable 624?,3
q_625,¿Pregunta relacionada a Variable 625?,3
q_626,¿Pregunta relacionada a Variable 626?,3
q_627,¿Pregunta relacionada a Variable 627?,3
q_628,¿Pregunta relacionada a Variable 628?,2
q_629,¿Pregunta relacionada a Variable 629?,2
q_630,¿Pregunta relacionada a Variable 630?,2
q_631,¿Pregunta relacionada a Variable 631?,2
q_632,¿Pregunta relacionada a Variable 632?,2
q_633,¿Pregunta relacionada a Variable 633?,3
q_634,¿Pregunta relacionada a Variable 634?,1
q_635,¿Pregunta relacionada a Variable 635?,1
q_636,¿Pregunta relacionada a Variable 636?,3
q_637,¿Pregunta relacionada a Variable 637?,3
q_638,¿Pregunta relacionada a Variable 638?,2
q_639,¿Pregunta relacionada a Variable 639?,2
q_640,¿Pregunta relacionada a Variable 640?,1
q_641,¿Pregunta relacionada a Variable 641?,1
q_642,¿Pregunta relacionada a Variable 642?,2
q_643,¿Pregunta relacionada a Variable 643?,2
q_644,¿Pregunta relacionada a Variable 644?,3
q_645,¿Pregunta relacionada a Variable 645?,2
q_646,¿Pregunta relacionada a Variable 646?,3
q_647,¿Pregunta relacionada a Variable 647?,2
q_648,¿Pregunta relacionada a Variable 648?,1
q_649,¿Pregunta relacionada a Variable 649?,3
q_650,¿Pregunta relacionada a Variable 650?,1
q_651,¿Pregunta relacionada a Variable 651?,3
q_652,¿Pregunta relacionada a Variable 652?,3
q_653,¿Pregunta relacionada a Variable 653?,1
q_654,¿Pregunta relacionada a Variable 654?,1
q_655,¿Pregunta relacionada a Variable 655?,2
q_656,¿Pregunta relacionada a Variable 656?,3
q_657,¿Pregunta relacionada a Variable 657?,2
q_658,¿Pregunta relacionada a Variable 658?,3
q_659,¿Pregunta relacionada a Variable 659?,2
q_660,¿Pregunta relacionada a Variable 660?,1
q_661,¿Pregunta relacionada a Variable 661?,1
q_662,¿Pregunta relacionada a Variable 662?,2
q_663,¿Pregunta relacionada a Variable 663?,1
q_664,¿Pregunta relacionada a Variable 664?,2
q_665,¿Pregunta relacionada a Variable 665?,3
q_666,¿Pregunta relacionada a Variable 666?,3
q_667,¿Pregunta relacionada a Variable 667?,1
q_668,¿Pregunta relacionada a Variable 668?,1
q_669,¿Pregunta relacionada a Variable 669?,1
q_670,¿Pregunta relacionada a Variable 670?,3
q_671,¿Pregunta relacionada a Variable 671?,2
q_672,¿Pregunta relacionada a Variable 672?,1
q_673,¿Pregunta relacionada a Variable 673?,2
q_674,¿Pregunta relacionada a Variable 674?,1
q_675,¿Pregunta relacionada a Variable 675?,1
q_676,¿Pregunta relacionada a Variable 676?,1
q_677,¿Pregunta relacionada a Variable 677?,2
q_678,¿Pregunta relacionada a Variable 678?,2
q_679,¿Pregunta relacionada a Variable 679?,2
q_680,¿Pregunta relacionada a Variable 680?,3
q_681,¿Pregunta relacionada a Variable 681?,3
q_682,¿Pregunta relacionada a Variable 682?,3
q_683,¿Pregunta relacionada a Variable 683?,2
q_684,¿Pregunta relacionada a Variable 684?,3
q_685,¿Pregunta relacionada a Variable 685?,1
q_686,¿Pregunta relacionada a Variable 686?,2
q_687,¿Pregunta relacionada a Variable 687?,1
q_688,¿Pregunta relacionada a Variable 688?,1
q_689,¿Pregunta relacionada a Variable 689?,2
q_690,¿Pregunta relacionada a Variable 690?,1
q_691,¿Pregunta relacionada a Variable 691?,2
q_692,¿Pregunta relacionada a Variable 692?,3
q_693,¿Pregunta relacionada a Variable 693?,2
q_694,¿Pregunta relacionada a Variable 694?,2
q_695,¿Pregunta relacionada a Variable 695?,1
q_696,¿Pregunta relacionada a Variable 696?,1
q_697,¿Pregunta relacionada a Variable 697?,1
q_698,¿Pregunta relacionada a Variable 698?,1
q_699,¿Pregunta relacionada a Variable 699?,1
q_700,¿Pregunta relacionada a Variable 700?,1
q_701,¿Pregunta relacionada a Variable 701?,1
q_702,¿Pregunta relacionada a Variable 702?,1
q_703,¿Pregunta relacionada a Variable 703?,1
q_704,¿Pregunta relacionada a Variable 704?,2
q_705,¿Pregunta relacionada a Variable 705?,1
q_706,¿Pregunta relacionada a Variable 706?,1
q_707,¿Pregunta relacionada a Variable 707?,2
q_708,¿Pregunta relacionada a Variable 708?,3
q_709,¿Pregunta relacionada a Variable 709?,3
q_710,¿Pregunta relacionada a Variable 710?,2
q_711,¿Pregunta relacionada a Variable 711?,3
q_712,¿Pregunta relacionada a Variable 712?,1
q_713,¿Pregunta relacionada a Variable 713?,1
q_714,¿Pregunta relacionada a Variable 714?,1
q_715,¿Pregunta relacionada a Variable 715?,3
q_716,¿Pregunta relacionada a Variable 716?,2
q_717,¿Pregunta relacionada a Variable 717?,1
q_718,¿Pregunta relacionada a Variable 718?,2
q_719,¿Pregunta relacionada a Variable 719?,2
q_720,¿Pregunta relacionada a Variable 720?,1
q_721,¿Pregunta relacionada a Variable 721?,2
q_722,¿Pregunta relacionada a Variable 722?,2
q_723,¿Pregunta relacionada a Variable 723?,1
q_724,¿Pregunta relacionada a Variable 724?,2
q_725,¿Pregunta relacionada a Variable 725?,3
q_726,¿Pregunta relacionada a Variable 726?,1
q_727,¿Pregunta relacionada a Variable 727?,1
q_728,¿Pregunta relacionada a Variable 728?,1
q_729,¿Pregunta relacionada a Variable 729?,1
q_730,¿Pregunta relacionada a Variable 730?,1
q_731,¿Pregunta relacionada a Variable 731?,1
q_732,¿Pregunta relacionada a Variable 732?,1
q_733,¿Pregunta relacionada a Variable 733?,3
q_734,¿Pregunta relacionada a Variable 734?,2
q_735,¿Pregunta relacionada a Variable 735?,3
q_736,¿Pregunta relacionada a Variable 736?,2
q_737,¿Pregunta relacionada a Variable 737?,1
q_738,¿Pregunta relacionada a Variable 738?,3
q_739,¿Pregunta relacionada a Variable 739?,1
q_740,¿Pregunta relacionada a Variable 740?,2
q_741,¿Pregunta relacionada a Variable 741?,3
q_742,¿Pregunta relacionada a Variable 742?,3
q_743,¿Pregunta relacionada a Variable 743?,2
q_744,¿Pregunta relacionada a Variable 744?,2
q_745,¿Pregunta relacionada a Variable 745?,3
q_746,¿Pregunta relacionada a Variable 746?,3
q_747,¿Pregunta relacionada a Variable 747?,3
q_748,¿Pregunta relacionada a Variable 748?,2
q_749,¿Pregunta relacionada a Variable 749?,1
q_750,¿Pregunta relacionada a Variable 750?,3
q_751,¿Pregunta relacionada a Variable 751?,2
q_752,¿Pregunta relacionada a Variable 752?,3
q_753,¿Pregunta relacionada a Variable 753?,2
q_754,¿Pregunta relacionada a Variable 754?,3
q_755,¿Pregunta relacionada a Variable 755?,2
q_756,¿Pregunta relacionada a Variable 756?,2
q_757,¿Pregunta relacionada a Variable 757?,3
q_758,¿Pregunta relacionada a Variable 758?,2
q_759,¿Pregunta relacionada a Variable 759?,2
q_760,¿Pregunta relacionada a Variable 760?,2
q_761,¿Pregunta relacionada a Variable 761?,2
q_762,¿Pregunta relacionada a Variable 762?,2
q_763,¿Pregunta relacionada a Variable 763?,2
q_764,¿Pregunta relacionada a Variable 764?,2
q_765,¿Pregunta relacionada a Variable 765?,2
q_766,¿Pregunta relacionada a Variable 766?,3
q_767,¿Pregunta relacionada a Variable 767?,2
q_768,¿Pregunta relacionada a Variable 768?,1
q_769,¿Pregunta relacionada a Variable 769?,3
q_770,¿Pregunta relacionada a Variable 770?,3
q_771,¿Pregunta relacionada a Variable 771?,1
q_772,¿Pregunta relacionada a Variable 772?,2
q_773,¿Pregunta relacionada a Variable 773?,1
q_774,¿Pregunta relacionada a Variable 774?,1
q_775,¿Pregunta relacionada a Variable 775?,1
q_776,¿Pregunta relacionada a Variable 776?,3
q_777,¿Pregunta relacionada a Variable 777?,2
q_778,¿Pregunta relacionada a Variable 778?,3
q_779,¿Pregunta relacionada a Variable 779?,2
q_780,¿Pregunta relacionada a Variable 780?,1
q_781,¿Pregunta relacionada a Variable 781?,3
q_782,¿Pregunta relacionada a Variable 782?,2
q_783,¿Pregunta relacionada a Variable 783?,2
q_784,¿Pregunta relacionada a Variable 784?,1
q_785,¿Pregunta relacionada a Variable 785?,3
q_786,¿Pregunta relacionada a Variable 786?,3
q_787,¿Pregunta relacionada a Variable 787?,3
q_788,¿Pregunta relacionada a Variable 788?,3
q_789,¿Pregunta relacionada a Variable 789?,3
q_790,¿Pregunta relacionada a Variable 790?,3
q_791,¿Pregunta relacionada a Variable 791?,3
q_792,¿Pregunta relacionada a Variable 792?,1
q_793,¿Pregunta relacionada a Variable 793?,2
q_794,¿Pregunta relacionada a Variable 794?,1
q_795,¿Pregunta relacionada a Variable 795?,2
q_796,¿Pregunta relacionada a Variable 796?,2
q_797,¿Pregunta relacionada a Variable 797?,2
q_798,¿Pregunta relacionada a Variable 798?,3
q_799,¿Pregunta relacionada a Variable 799?,3
q_800,¿Pregunta relacionada a Variable 800?,2
q_801,¿Pregunta relacionada a Variable 801?,2
q_802,¿Pregunta relacionada a Variable 802?,3
q_803,¿Pregunta relacionada a Variable 803?,3
q_804,¿Pregunta relacionada a Variable 804?,2
q_805,¿Pregunta relacionada a Variable 805?,2
q_806,¿Pregunta relacionada a Variable 806?,1
q_807,¿Pregunta relacionada a Variable 807?,3
q_808,¿Pregunta relacionada a Variable 808?,3
q_809,¿Pregunta relacionada a Variable 809?,2
q_810,¿Pregunta relacionada a Variable 810?,1
q_811,¿Pregunta relacionada a Variable 811?,3
q_812,¿Pregunta relacionada a Variable 812?,1
q_813,¿Pregunta relacionada a Variable 813?,1
q_814,¿Pregunta relacionada a Variable 814?,3
q_815,¿Pregunta relacionada a Variable 815?,2
q_816,¿Pregunta relacionada a Variable 816?,1
q_817,¿Pregunta relacionada a Variable 817?,2
q_818,¿Pregunta relacionada a Variable 818?,3
q_819,¿Pregunta relacionada a Variable 819?,1
q_820,¿Pregunta relacionada a Variable 820?,2
q_821,¿Pregunta relacionada a Variable 821?,1
q_822,¿Pregunta relacionada a Variable 822?,1
q_823,¿Pregunta relacionada a Variable 823?,1
q_824,¿Pregunta relacionada a Variable 824?,3
q_825,¿Pregunta relacionada a Variable 825?,2
q_826,¿Pregunta relacionada a Variable 826?,1
q_827,¿Pregunta relacionada a Variable 827?,2
q_828,¿Pregunta relacionada a Variable 828?,3
q_829,¿Pregunta relacionada a Variable 829?,1
q_830,¿Pregunta relacionada a Variable 830?,1
q_831,¿Pregunta relacionada a Variable 831?,1
q_832,¿Pregunta relacionada a Variable 832?,2
q_833,¿Pregunta relacionada a Variable 833?,2
q_834,¿Pregunta relacionada a Variable 834?,1
q_835,¿Pregunta relacionada a Variable 835?,2
q_836,¿Pregunta relacionada a Variable 836?,2
q_837,¿Pregunta relacionada a Variable 837?,1
q_838,¿Pregunta relacionada a Variable 838?,1
q_839,¿Pregunta relacionada a Variable 839?,1
q_840,¿Pregunta relacionada a Variable 840?,3
q_841,¿Pregunta relacionada a Variable 841?,1
q_842,¿Pregunta relacionada a Variable 842?,1
q_843,¿Pregunta relacionada a Variable 843?,1
q_844,¿Pregunta relacionada a Variable 844?,1
q_845,¿Pregunta relacionada a Variable 845?,1
q_846,¿Pregunta relacionada a Variable 846?,1
q_847,¿Pregunta relacionada a Variable 847?,1
q_848,¿Pregunta relacionada a Variable 848?,1
q_849,¿Pregunta relacionada a Variable 849?,3
q_850,¿Pregunta relacionada a Variable 850?,2
q_851,¿Pregunta relacionada a Variable 851?,3
q_852,¿Pregunta relacionada a Variable 852?,3
q_853,¿Pregunta relacionada a Variable 853?,1
q_854,¿Pregunta relacionada a Variable 854?,1
q_855,¿Pregunta relacionada a Variable 855?,1
q_856,¿Pregunta relacionada a Variable 856?,1
q_857,¿Pregunta relacionada a Variable 857?,2
q_858,¿Pregunta relacionada a Variable 858?,2
q_859,¿Pregunta relacionada a Variable 859?,3
q_860,¿Pregunta relacionada a Variable 860?,2
q_861,¿Pregunta relacionada a Variable 861?,3
q_862,¿Pregunta relacionada a Variable 862?,1
q_863,¿Pregunta relacionada a Variable 863?,3
q_864,¿Pregunta relacionada a Variable 864?,3
q_865,¿Pregunta relacionada a Variable 865?,2
q_866,¿Pregunta relacionada a Variable 866?,3
q_867,¿Pregunta relacionada a Variable 867?,1
q_868,¿Pregunta relacionada a Variable 868?,1
q_869,¿Pregunta relacionada a Variable 869?,1
q_870,¿Pregunta relacionada a Variable 870?,1
q_871,¿Pregunta relacionada a Variable 871?,2
q_872,¿Pregunta relacionada a Variable 872?,3
q_873,¿Pregunta relacionada a Variable 873?,3
q_874,¿Pregunta relacionada a Variable 874?,3
q_875,¿Pregunta relacionada a Variable 875?,3
q_876,¿Pregunta relacionada a Variable 876?,1
q_877,¿Pregunta relacionada a Variable 877?,2
q_878,¿Pregunta relacionada a Variable 878?,3
q_879,¿Pregunta relacionada a Variable 879?,3
q_880,¿Pregunta relacionada a Variable 880?,2
q_881,¿Pregunta relacionada a Variable 881?,3
q_882,¿Pregunta relacionada a Variable 882?,2
q_883,¿Pregunta relacionada a Variable 883?,3
q_884,¿Pregunta relacionada a Variable 884?,2
q_885,¿Pregunta relacionada a Variable 885?,3
q_886,¿Pregunta relacionada a Variable 886?,1
q_887,¿Pregunta relacionada a Variable 887?,3
q_888,¿Pregunta relacionada a Variable 888?,1
q_889,¿Pregunta relacionada a Variable 889?,2
q_890,¿Pregunta relacionada a Variable 890?,1
q_891,¿Pregunta relacionada a Variable 891?,3
q_892,¿Pregunta relacionada a Variable 892?,1
q_893,¿Pregunta relacionada a Variable 893?,1
q_894,¿Pregunta relacionada a Variable 894?,3
q_895,¿Pregunta relacionada a Variable 895?,2
q_896,¿Pregunta relacionada a Variable 896?,1
q_897,¿Pregunta relacionada a Variable 897?,3
q_898,¿Pregunta relacionada a Variable 898?,1
q_899,¿Pregunta relacionada a Variable 899?,2
q_900,¿Pregunta relacionada a Variable 900?,2
q_901,¿Pregunta relacionada a Variable 901?,2
q_902,¿Pregunta relacionada a Variable 902?,1
q_903,¿Pregunta relacionada a Variable 903?,3
q_904,¿Pregunta relacionada a Variable 904?,2
q_905,¿Pregunta relacionada a Variable 905?,3
q_906,¿Pregunta relacionada a Variable 906?,2
q_907,¿Pregunta relacionada a Variable 907?,1
q_908,¿Pregunta relacionada a Variable 908?,1
q_909,¿Pregunta relacionada a Variable 909?,2
q_910,¿Pregunta relacionada a Variable 910?,3
q_911,¿Pregunta relacionada a Variable 911?,3
q_912,¿Pregunta relacionada a Variable 912?,2
q_913,¿Pregunta relacionada a Variable 913?,1
q_914,¿Pregunta relacionada a Variable 914?,3
q_915,¿Pregunta relacionada a Variable 915?,3
q_916,¿Pregunta relacionada a Variable 916?,1
q_917,¿Pregunta relacionada a Variable 917?,3
q_918,¿Pregunta relacionada a Variable 918?,2
q_919,¿Pregunta relacionada a Variable 919?,1
q_920,¿Pregunta relacionada a Variable 920?,2
q_921,¿Pregunta relacionada a Variable 921?,1
q_922,¿Pregunta relacionada a Variable 922?,2
q_923,¿Pregunta relacionada a Variable 923?,2
q_924,¿Pregunta relacionada a Variable 924?,2
q_925,¿Pregunta relacionada a Variable 925?,3
q_926,¿Pregunta relacionada a Variable 926?,3
q_927,¿Pregunta relacionada a Variable 927?,2
q_928,¿Pregunta relacionada a Variable 928?,2
q_929,¿Pregunta relacionada a Variable 929?,1
q_930,¿Pregunta relacionada a Variable 930?,3
q_931,¿Pregunta relacionada a Variable 931?,2
q_932,¿Pregunta relacionada a Variable 932?,3
q_933,¿Pregunta relacionada a Variable 933?,1
q_934,¿Pregunta relacionada a Variable 934?,2
q_935,¿Pregunta relacionada a Variable 935?,3
q_936,¿Pregunta relacionada a Variable 936?,1
q_937,¿Pregunta relacionada a Variable 937?,2
q_938,¿Pregunta relacionada a Variable 938?,3
q_939,¿Pregunta relacionada a Variable 939?,1
q_940,¿Pregunta relacionada a Variable 940?,1
q_941,¿Pregunta relacionada a Variable 941?,3
q_942,¿Pregunta relacionada a Variable 942?,2
q_943,¿Pregunta relacionada a Variable 943?,3
q_944,¿Pregunta relacionada a Variable 944?,1
q_945,¿Pregunta relacionada a Variable 945?,1
q_946,¿Pregunta relacionada a Variable 946?,2
q_947,¿Pregunta relacionada a Variable 947?,3
q_948,¿Pregunta relacionada a Variable 948?,2
q_949,¿Pregunta relacionada a Variable 949?,2
q_950,¿Pregunta relacionada a Variable 950?,1
q_951,¿Pregunta relacionada a Variable 951?,3
q_952,¿Pregunta relacionada a Variable 952?,3
q_953,¿Pregunta relacionada a Variable 953?,1
q_954,¿Pregunta relacionada a Variable 954?,1
q_955,¿Pregunta relacionada a Variable 955?,3
q_956,¿Pregunta relacionada a Variable 956?,2
q_957,¿Pregunta relacionada a Variable 957?,2
q_958,¿Pregunta relacionada a Variable 958?,3
q_959,¿Pregunta relacionada a Variable 959?,2
q_960,¿Pregunta relacionada a Variable 960?,2
q_961,¿Pregunta relacionada a Variable 961?,1
q_962,¿Pregunta relacionada a Variable 962?,2
q_963,¿Pregunta relacionada a Variable 963?,1
q_964,¿Pregunta relacionada a Variable 964?,2
q_965,¿Pregunta relacionada a Variable 965?,3
q_966,¿Pregunta relacionada a Variable 966?,1
q_967,¿Pregunta relacionada a Variable 967?,3
q_968,¿Pregunta relacionada a Variable 968?,1
q_969,¿Pregunta relacionada a Variable 969?,2
q_970,¿Pregunta relacionada a Variable 970?,3
q_971,¿Pregunta relacionada a Variable 971?,1
q_972,¿Pregunta relacionada a Variable 972?,3
q_973,¿Pregunta relacionada a Variable 973?,3
q_974,¿Pregunta relacionada a Variable 974?,2
q_975,¿Pregunta relacionada a Variable 975?,1
q_976,¿Pregunta relacionada a Variable 976?,2
q_977,¿Pregunta relacionada a Variable 977?,3
q_978,¿Pregunta relacionada a Variable 978?,1
q_979,¿Pregunta relacionada a Variable 979?,3
q_980,¿Pregunta relacionada a Variable 980?,3
q_981,¿Pregunta relacionada a Variable 981?,1
q_982,¿Pregunta relacionada a Variable 982?,3
q_983,¿Pregunta relacionada a Variable 983?,1
q_984,¿Pregunta relacionada a Variable 984?,1
q_985,¿Pregunta relacionada a Variable 985?,1
q_986,¿Pregunta relacionada a Variable 986?,3
q_987,¿Pregunta relacionada a Variable 987?,2
q_988,¿Pregunta relacionada a Variable 988?,3
q_989,¿Pregunta relacionada a Variable 989?,3
q_990,¿Pregunta relacionada a Variable 990?,1
q_991,¿Pregunta relacionada a Variable 991?,2
q_992,¿Pregunta relacionada a Variable 992?,1
q_993,¿Pregunta relacionada a Variable 993?,3
q_994,¿Pregunta relacionada a Variable 994?,2
q_995,¿Pregunta relacionada a Variable 995?,1
q_996,¿Pregunta relacionada a Variable 996?,3
q_997,¿Pregunta relacionada a Variable 997?,3
q_998,¿Pregunta relacionada a Variable 998?,2
q_999,¿Pregunta relacionada a Variable 999?,3
q_1000,¿Pregunta relacionada a Variable 1000?,3
q_1001,¿Pregunta relacionada a Variable 1001?,3
q_1002,¿Pregunta relacionada a Variable 1002?,3
q_1003,¿Pregunta relacionada a Variable 1003?,2
q_1004,¿Pregunta relacionada a Variable 1004?,3
q_1005,¿Pregunta relacionada a Variable 1005?,3
q_1006,¿Pregunta relacionada a Variable 1006?,3
q_1007,¿Pregunta relacionada a Variable 1007?,2
q_1008,¿Pregunta relacionada a Variable 1008?,2
q_1009,¿Pregunta relacionada a Variable 1009?,1
q_1010,¿Pregunta relacionada a Variable 1010?,2
q_1011,¿Pregunta relacionada a Variable 1011?,3
q_1012,¿Pregunta relacionada a Variable 1012?,2
q_1013,¿Pregunta relacionada a Variable 1013?,2
q_1014,¿Pregunta relacionada a Variable 1014?,2
q_1015,¿Pregunta relacionada a Variable 1015?,3
q_1016,¿Pregunta relacionada a Variable 1016?,1
q_1017,¿Pregunta relacionada a Variable 1017?,1
q_1018,¿Pregunta relacionada a Variable 1018?,1
q_1019,¿Pregunta relacionada a Variable 1019?,1
q_1020,¿Pregunta relacionada a Variable 1020?,2
q_1021,¿Pregunta relacionada a Variable 1021?,1
q_1022,¿Pregunta relacionada a Variable 1022?,2
q_1023,¿Pregunta relacionada a Variable 1023?,2
q_1024,¿Pregunta relacionada a Variable 1024?,1
q_1025,¿Pregunta relacionada a Variable 1025?,3
q_1026,¿Pregunta relacionada a Variable 1026?,1
q_1027,¿Pregunta relacionada a Variable 1027?,1
q_1028,¿Pregunta relacionada a Variable 1028?,2
q_1029,¿Pregunta relacionada a Variable 1029?,2
q_1030,¿Pregunta relacionada a Variable 1030?,1
q_1031,¿Pregunta relacionada a Variable 1031?,1
q_1032,¿Pregunta relacionada a Variable 1032?,3
q_1033,¿Pregunta relacionada a Variable 1033?,3
q_1034,¿Pregunta relacionada a Variable 1034?,3
q_1035,¿Pregunta relacionada a Variable 1035?,2
q_1036,¿Pregunta relacionada a Variable 1036?,3
q_1037,¿Pregunta relacionada a Variable 1037?,2
q_1038,¿Pregunta relacionada a Variable 1038?,2
q_1039,¿Pregunta relacionada a Variable 1039?,1
q_1040,¿Pregunta relacionada a Variable 1040?,3
q_1041,¿Pregunta relacionada a Variable 1041?,1
q_1042,¿Pregunta relacionada a Variable 1042?,1
q_1043,¿Pregunta relacionada a Variable 1043?,2
q_1044,¿Pregunta relacionada a Variable 1044?,3
q_1045,¿Pregunta relacionada a Variable 1045?,1
q_1046,¿Pregunta relacionada a Variable 1046?,2
q_1047,¿Pregunta relacionada a Variable 1047?,1
q_1048,¿Pregunta relacionada a Variable 1048?,3
q_1049,¿Pregunta relacionada a Variable 1049?,2
q_1050,¿Pregunta relacionada a Variable 1050?,3
q_1051,¿Pregunta relacionada a Variable 1051?,1
q_1052,¿Pregunta relacionada a Variable 1052?,2
q_1053,¿Pregunta relacionada a Variable 1053?,1
q_1054,¿Pregunta relacionada a Variable 1054?,1
q_1055,¿Pregunta relacionada a Variable 1055?,3
q_1056,¿Pregunta relacionada a Variable 1056?,2
q_1057,¿Pregunta relacionada a Variable 1057?,1
q_1058,¿Pregunta relacionada a Variable 1058?,3
q_1059,¿Pregunta relacionada a Variable 1059?,3
q_1060,¿Pregunta relacionada a Variable 1060?,2
q_1061,¿Pregunta relacionada a Variable 1061?,1
q_1062,¿Pregunta relacionada a Variable 1062?,2
q_1063,¿Pregunta relacionada a Variable 1063?,2
q_1064,¿Pregunta relacionada a Variable 1064?,1
q_1065,¿Pregunta relacionada a Variable 1065?,2
q_1066,¿Pregunta relacionada a Variable 1066?,2
q_1067,¿Pregunta relacionada a Variable 1067?,2
q_1068,¿Pregunta relacionada a Variable 1068?,3
q_1069,¿Pregunta relacionada a Variable 1069?,1
q_1070,¿Pregunta relacionada a Variable 1070?,2
q_1071,¿Pregunta relacionada a Variable 1071?,3
q_1072,¿Pregunta relacionada a Variable 1072?,3
q_1073,¿Pregunta relacionada a Variable 1073?,2
q_1074,¿Pregunta relacionada a Variable 1074?,1
q_1075,¿Pregunta relacionada a Variable 1075?,3
q_1076,¿Pregunta relacionada a Variable 1076?,2
q_1077,¿Pregunta relacionada a Variable 1077?,1
q_1078,¿Pregunta relacionada a Variable 1078?,1
q_1079,¿Pregunta relacionada a Variable 1079?,2
q_1080,¿Pregunta relacionada a Variable 1080?,3
q_1081,¿Pregunta relacionada a Variable 1081?,1
q_1082,¿Pregunta relacionada a Variable 1082?,1
q_1083,¿Pregunta relacionada a Variable 1083?,1
q_1084,¿Pregunta relacionada a Variable 1084?,1
q_1085,¿Pregunta relacionada a Variable 1085?,3
q_1086,¿Pregunta relacionada a Variable 1086?,3
q_1087,¿Pregunta relacionada a Variable 1087?,2
q_1088,¿Pregunta relacionada a Variable 1088?,2
q_1089,¿Pregunta relacionada a Variable 1089?,3
q_1090,¿Pregunta relacionada a Variable 1090?,2
q_1091,¿Pregunta relacionada a Variable 1091?,1
q_1092,¿Pregunta relacionada a Variable 1092?,3
q_1093,¿Pregunta relacionada a Variable 1093?,1
q_1094,¿Pregunta relacionada a Variable 1094?,3
q_1095,¿Pregunta relacionada a Variable 1095?,3
q_1096,¿Pregunta relacionada a Variable 1096?,2
q_1097,¿Pregunta relacionada a Variable 1097?,3
q_1098,¿Pregunta relacionada a Variable 1098?,2
q_1099,¿Pregunta relacionada a Variable 1099?,3
q_1100,¿Pregunta relacionada a Variable 1100?,1
q_1101,¿Pregunta relacionada a Variable 1101?,1
q_1102,¿Pregunta relacionada a Variable 1102?,1
q_1103,¿Pregunta relacionada a Variable 1103?,1
q_1104,¿Pregunta relacionada a Variable 1104?,1
q_1105,¿Pregunta relacionada a Variable 1105?,1
q_1106,¿Pregunta relacionada a Variable 1106?,3
q_1107,¿Pregunta relacionada a Variable 1107?,2
q_1108,¿Pregunta relacionada a Variable 1108?,3
